ID,Requirement_Text,ISO_Category,ISO_Sub_Category,Keywords,Confidence,Source
586,The product shall ensure that the database s data corresponds to the data entered by the user. Each conference room reservation in the system will contain the same information as was entered by the user,Security,Security,data entered ensure database corresponds,High,extended_csv
587,The product shall prevent the input of malicious data. The product and/or adjacent hardware/software systems data shall remain 100% uncorrupted each time malicious data is input into the product,Security,Security,data input malicious prevent adjacent,Medium,extended_csv
588,The product shall have the ability to receive automatic software updates as new threats emerge. 100% of customers will be able to receive automatic software updates transmitted to the installed product,Security,Security,receive automatic updates ability threats,Medium,extended_csv
589,The System shall maintain consistent security. Any changes in user passwords and/or permissions should take affect in all parts of the System,Security,Security,maintain consistent security changes passwords,High,extended_csv
590,The System shall granularly control access rights to all major subsystems. It should be possible to assign access rights to all subsystems independently,Security,Security,access rights subsystems granularly control,High,extended_csv
591,All credit card information will be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database,Security,Security,information credit card secured server,High,extended_csv
592,Only registered customers can purchase streaming movies,Security,Security,registered customers purchase streaming movies,High,extended_csv
593,A customer can only stream a movie if they purchased it and are within the 2 day viewing period,Security,Security,customer stream movie purchased day,High,extended_csv
594,Only authorized personnel can access customer records in the database,Security,Security,authorized personnel access customer records,Medium,extended_csv
595,Only administrators can activate a pre-paid card,Security,Security,administrators activate pre paid card,High,extended_csv
596,Only authorized personnel can access sales information,Security,Security,authorized personnel access sales information,Medium,extended_csv
597,The website shall prevent its data from being corrupted when incorrect data is entered in,Security,Security,data website prevent corrupted incorrect,High,extended_csv
598,The website shall protect itself from intentional abuse and notify the administrator at all occurrences,Security,Security,website protect itself intentional abuse,High,extended_csv
599,Data integrity scripts will be run on a weekly basis to verify the integrity of the database,Security,Security,integrity data scripts run weekly,High,extended_csv
600,The website shall make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website,Security,Security,website make aware information practices,Medium,extended_csv
601,The system shall notify customers of changes to its information policy,Security,Security,notify customers changes information policy,High,extended_csv
602,The system shall reveal private information only in compliance with the organization s information policy,Security,Security,information reveal private compliance organization,High,extended_csv
603,All customer information will be stored on a secure database accessible only to authorized personnel,Security,Security,customer information stored secure database,Medium,extended_csv
604,All credit card information will be encrypted in the database,Security,Security,credit card information encrypted database,Medium,extended_csv
605,The streaming server will have anti-virus software to prevent infection of malicious viruses,Security,Security,streaming server anti virus prevent,Medium,extended_csv
606,The product shall provide players no access to information that might reveal the identity of another player,Security,Security,players access information reveal identity,High,extended_csv
607,The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots,Security,Security,ensure supervisors advertise empty slots,High,extended_csv
608,The product shall ensure that only supervisors can enter a caller s schedule.The product must ensure that supervisors are allowed to access advertise empty time slots,Security,Security,ensure supervisors enter caller schedule,High,extended_csv
609,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots,Security,Security,ensure supervisors view schedule callers,High,extended_csv
610,The product shall have security.The product shall provide authentication and authorization,Security,Security,security authentication authorization,High,extended_csv
611,The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking,Security,Security,security information enable privacy encryption,High,extended_csv
612,The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes,Security,Security,audit capabilities store messages minimum,Medium,extended_csv
613,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password,Security,Security,accessed authorized corporate community grants,Medium,extended_csv
614,The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user s computer,Security,Security,wcs allow automatic logins cookies,Medium,extended_csv
615,Each team owner will need to use a username and password in order to be authenticated to reach the team owner s page,Security,Security,team owner username password order,Medium,extended_csv
616,The Commissioner will be the only authorized user per league to adjust league settings,Security,Security,league commissioner authorized adjust settings,Medium,extended_csv
617,Only registered realtors shall be able to access the system,Security,Security,registered realtors access,High,extended_csv
618,Every user of the system shall be authenticated and authorized,Security,Security,authenticated authorized,Medium,extended_csv
619,The product shall prevent its data from incorrect data being introduced,Security,Security,data prevent incorrect introduced,High,extended_csv
620,Only authorized users shall have access to clinical site information,Security,Security,authorized access clinical site information,Medium,extended_csv
621,Program Administrators/Nursing Staff Members are the only people who shall have access to clinical site details,Security,Security,program administrators nursing staff members,High,extended_csv
622,Only authorized users shall have access to students personal information,Security,Security,authorized access students personal information,Medium,extended_csv
623,Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students personal information,Security,Security,susan poslusny julie donalek people,High,extended_csv
624,Only authorized users shall have access to the portion of the system that interfaces with CampusConnect,Security,Security,authorized access portion interfaces campusconnect,Medium,extended_csv
625,The system shall have basic data integrity checking to reduce the possibility of incorrect or invalid data being introduced,Security,Security,data basic integrity checking reduce,High,extended_csv
626,The system shall protect private information in accordance with the organization s information policy,Security,Security,information protect private accordance organization,High,extended_csv
627,The system shall be built such that it is as secure as possible from malicious interference,Security,Security,built secure possible malicious interference,Medium,extended_csv
628,The system shall use the organization s standard virus protection software to help monitor threats to itself,Security,Security,organization standard virus protection help,Medium,extended_csv
629,Only authorized user shall access the RFS system. ONLY users that exist in the UAS system with the RFS system assigned to their role(s) shall access the RFS system and use it,Security,Security,rfs access authorized exist uas,Medium,extended_csv
630,User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role,Security,Security,role assigned access limited permissions,Medium,extended_csv
631,This information must be kept secure,Security,Security,information kept secure,Medium,extended_csv
632,Project admins will need to be authorized before they can use the admin interface to manage the sites in the project,Security,Security,project admins authorized admin interface,Medium,extended_csv
633,Standard web security measure should be implemented,Security,Security,standard web security measure implemented,Medium,extended_csv
634,"Communication Security GIST: Security of the communication between the system and server. SCALE: The messages should be encrypted for log-in communications, so others cannot get user-name and password from those messages. METER: Attempts to get user-name and password through obtained messages on 1000 log-in session during testing. MUST: 100% of the Communication Messages in the communication of a log-in session should be encrypted. Communication Messages: Defined: Every exchanged of information between client and server",Security,Security,communication messages log security server,Medium,extended_csv
635,Restaurant Owner Login Account Security GIST: Security of accounts. SCALE: If a restaurant owner tries to log in to the web portal with a non-existing account then the restaurant owner should not be logged in. The restaurant owner should be notified about log-in failure. METER: 1000 attempts to log-in with a non-existing user account during testing. MUST: 100% of the time,Security,Security,restaurant owner account log security,Medium,extended_csv
636,Admin Login Account Security GIST: Security of accounts. SCALE: If an admin tries to log in to the web portal with a non-existing account then the admin should not be logged in. The admin should be notified about log-in failure. METER: 1000 attempts to log-in with a non-existing user account during testing. MUST: 100% of the time,Security,Security,admin account log security non,Medium,extended_csv
637,"Restaurant Owner Account Security GIST: Security of restaurant owners accounts. SCALE: A restaurant owner and IP address should not be able to log-in for a certain time period after three times of failed log-in attempts. METER: 1000 attempts to log-in during the lock period after user account has been locked because of failed log-in attempts of three times. MUST: The locking period should be half an hour, and during that period the log-in function is disabled",Security,Security,log period restaurant attempts owner,Medium,extended_csv
638,"Admin Account Security GIST: Security of admin accounts. SCALE: An admin and IP address should not be able to log-in to the web portal for a certain time period after three times of failed log-in attempts. METER: 1000 attempts to log-in during the lock period after user account has been locked because of failed log-in attempts of three times. MUST: The locking period should be half an hour, and during that period the log-in function is disabled",Security,Security,log period admin attempts account,Medium,extended_csv
639,"User Create Account Security GIST: The security of creating account for users of the system. SCALE: If a user wants to create an account and the desired user name is occupied, the user should be asked to choose a different user name. METER: Measurements obtained on 1000 hours of usage during testing. MUST: 100% of the time",Security,Security,account create security name gist,Medium,extended_csv
640,"Restaurant Owner Create Account Security GIST: The security of creating account for restaurant owners of the system. SCALE: If a restaurant owner wants to create an account and the desired user name is occupied, the restaurant owner should be asked to choose a different user name. METER: Measurements obtained on 1000 hours of usage during testing. MUST: 100% of the time",Security,Security,restaurant owner account create security,Medium,extended_csv
641,"Security The connection between the Web API and the programs will use HTTPS, for security",Security,Security,security connection web api programs,Medium,extended_csv
642,The application must be able to link up with the INTERNAL system in order for users to properly log in and be identified. This information must be kept secure,Security,Security,link internal order properly log,Medium,extended_csv
643,"Encryption, for all data that is privacy sensitive, but must be persisted on the server in order for basic functionality",Security,Security,encryption data privacy sensitive persisted,Medium,extended_csv
644,Users must be a Radford University student in order to access the automatic class schedule and assignment sharing features of this application Users can authenticate by logging in using their RU username and password,Security,Security,radford university student order access,Medium,extended_csv
645,Most functionality will not require network connectivity. System components that require authentication through Radford University and network connectivity will function as long as the systems maintained by the University are available,Security,Security,require network connectivity university functionality,Medium,extended_csv
646,"The connection between the Web API and the programs will use HTTPS, for security",Security,Security,connection web api programs https,Medium,extended_csv
647,"FAU class contains requirements for recording the occurrence of security relevant events that take place under TSF control. This family identifies the level of auditing, enumerates the types of events that shall be auditable by the TSF, and identifies the minimum set of audit related information that should be provided within various audit record types. The following extended requirement for the FAU class has been included in this ST because the operational environment is capable of providing security audit generation for TSF functions",Security,Security,tsf audit fau class security,Medium,extended_csv
648,"This application assumes that only the user or whoever he/she allows will have access to his/her Android handset. With that being said, only a Google email address is required to verify the identity of the user upon opening the app. Since it is not password protected, there is no method to authenticate the user's identity. This could only pose a thread if a user has set up PayPal functionality, however any transaction involving real currency must be authorized and confirmed before becoming final. The PayPal API provides all of the security checks needed to ensure that no fraudulent transactions occur",Security,Security,identity paypal assumes whoever allows,Medium,extended_csv
649,Password must be encrypted using AES-256 algorithm,Security,Security,password encrypted aes algorithm,Medium,template
650,System shall implement two-factor authentication,Security,Security,implement two factor authentication,Medium,template
651,All API communication shall use HTTPS protocol,Security,Security,api communication https protocol,Medium,template
652,User passwords shall be hashed using bcrypt,Security,Security,passwords hashed bcrypt,High,template
653,System shall log all user activities for audit,Security,Security,log activities audit,Medium,template
654,Access to admin panel shall require authentication,Security,Security,access admin panel require authentication,Medium,template
655,Session shall timeout after 30 minutes of inactivity,Security,Security,session timeout minutes inactivity,Medium,template
656,System shall detect and block SQL injection attempts,Security,Security,detect block sql injection attempts,Medium,template
657,The product shall be able to handle up to 1500 simultaneous users. The system shall perform with 1500 users as a time,Efficiency,Resource_Utilization,handle simultaneous perform,Medium,extended_csv
658,The average number of recycled parts records per day shall be 50 000,Efficiency,Resource_Utilization,average number recycled parts records,High,extended_csv
659,The product shall be able to handle 10 000 concurrent users within 2 years of the initial launch,Efficiency,Resource_Utilization,handle concurrent years initial launch,Medium,extended_csv
660,The product shall be capable of handling up to 1 000 concurrent requests. This number will increase to 2 000 by Release 2. The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours,Efficiency,Resource_Utilization,capable handling concurrent requests number,Medium,extended_csv
661,The product shall be able to process 10 000 transactions per hour within two years of its launch. This number will increase to 20 000 by Release 2,Efficiency,Resource_Utilization,process transactions hour two years,High,extended_csv
662,The product shall be expected to operate for at least 5 years for each customer installation,Efficiency,Resource_Utilization,expected operate least years customer,High,extended_csv
663,The language of the product shall accommodate all of the target market countries. 90% of survey respondents from each target market country will find that the language of the product is acceptable,Efficiency,Resource_Utilization,language target market accommodate countries,High,extended_csv
664,The streaming server will support 50 simultaneous streaming connections,Efficiency,Resource_Utilization,streaming server support simultaneous connections,Medium,extended_csv
665,The streaming server will support a maximum of 700 movies; new servers can be added to support more movies,Efficiency,Resource_Utilization,support movies streaming server maximum,High,extended_csv
666,The server will support a maximum of 1 000 simultaneous users,Efficiency,Resource_Utilization,server support maximum simultaneous,Medium,extended_csv
667,The website shall be capable of supporting 100 000 customers,Efficiency,Resource_Utilization,website capable supporting customers,High,extended_csv
668,The product shall able to handle a large number of games simultaneously,Efficiency,Resource_Utilization,handle large number games simultaneously,Medium,extended_csv
669,The product shall provide Dynamic Change Support and Transparent resource addition.The product shall support Transparent Resource addition and Dynamic Change support to provide scalability and avoid service interruptions of more than 1 day,Efficiency,Resource_Utilization,support dynamic change transparent resource,Medium,extended_csv
670,The product shall be able to process all transactions.The product shall process minimum of 1 million transactions per year,Efficiency,Resource_Utilization,process transactions minimum million year,High,extended_csv
671,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system,Efficiency,Resource_Utilization,wcs ability connect designated databases,High,extended_csv
672,The WCS system shall have the ability to include data for regions outside the United States and be accessed by users outside of the United States if approved by CCR management,Efficiency,Resource_Utilization,outside united states wcs ability,High,extended_csv
673,The Disputes application shall support 350 concurrent users without any degradation of performance in the application,Efficiency,Resource_Utilization,disputes support concurrent degradation performance,Medium,extended_csv
674,The product shall be able to support multiple remote users,Efficiency,Resource_Utilization,support multiple remote,High,extended_csv
675,The product shall be able support 1000 simultaneous users,Efficiency,Resource_Utilization,support simultaneous,Medium,extended_csv
676,The product shall be capable of handling the existing 1000 users. This number is expected to grow 5 times within the next year,Efficiency,Resource_Utilization,capable handling existing number expected,High,extended_csv
677,System shall be able to handle all of the user requests/usage during business hours,Efficiency,Resource_Utilization,handle requests usage business hours,High,extended_csv
678,The system shall cater to 10 simultaneous users from 9am to 5pm,Efficiency,Resource_Utilization,cater simultaneous,Medium,extended_csv
679,The system shall be capable of processing 100% of nursing students and their classes for the next 10 years,Efficiency,Resource_Utilization,capable processing nursing students classes,High,extended_csv
680,The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years,Efficiency,Resource_Utilization,expected manage nursing program curriculum,High,extended_csv
681,Application Memory Usage GIST: The amount of Operate System memory occupied by the application. SCALE: MB. METER: Observations done from the performance log during testing MUST: No more than 20 MB. PLAN: No more than 16 MB WISH: No more than 10 MB Operate System: DEFINED: The mobile Operate System which the application is running on. MB: DEFINED: Megabyte,Efficiency,Resource_Utilization,operate memory defined usage gist,Medium,extended_csv
682,The administrator can change icons used in the user interfaces of the sub-apps and main-app (this does not include the external resources),Efficiency,Resource_Utilization,administrator change icons interfaces sub,Medium,extended_csv
683,The administrator can change buttons used in the user interfaces of the sub-apps and main-app (this does not include the external resources),Efficiency,Resource_Utilization,administrator change buttons interfaces sub,Medium,extended_csv
684,The administrator can change the background used in the user interfaces of the sub- apps and main-app (this does not include the external resources),Efficiency,Resource_Utilization,administrator change background interfaces sub,Medium,extended_csv
685,Application shall handle 1000 concurrent users,Efficiency,Resource_Utilization,handle concurrent,Medium,template
686,System shall use less than 100MB memory,Efficiency,Resource_Utilization,less memory,Medium,template
687,System shall compress files before upload,Efficiency,Resource_Utilization,compress files upload,Medium,template
688,Application shall cache frequently accessed data,Efficiency,Resource_Utilization,cache frequently accessed data,Medium,template
689,The system shall refresh the display every 60 seconds,Efficiency,Time_Behavior,refresh display seconds,Medium,extended_csv
690,The product shall respond fast to keep up-to-date data in the display,Efficiency,Time_Behavior,respond fast keep date data,Medium,extended_csv
691,The search for recycled parts shall take no longer than 15 seconds. The search results shall be returned in under 15 seconds,Efficiency,Time_Behavior,search seconds recycled parts take,Medium,extended_csv
692,The search for the preferred repair facility shall take no longer than 8 seconds. The preferred repair facility is returned within 8 seconds,Efficiency,Time_Behavior,preferred repair facility seconds search,Medium,extended_csv
693,The recycled parts audit report shall be returned to the user within 10 seconds. The audit report shall be returned within 10 seconds,Efficiency,Time_Behavior,audit report returned seconds recycled,Medium,extended_csv
694,The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds,Efficiency,Time_Behavior,seconds preferred repair facility ratings,Medium,extended_csv
695,The response shall be fast enough to avoid interrupting the user s flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds,Efficiency,Time_Behavior,tasks complete seconds response fast,Medium,extended_csv
696,Recreation of Inventory Quantity Adjustment for the period of previous 30 days shall take no more than 30min,Efficiency,Time_Behavior,recreation inventory quantity adjustment period,High,extended_csv
697,The System shall allow for a minimum of 6 users to work at the same time,Efficiency,Time_Behavior,allow minimum work,High,extended_csv
698,Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds,Efficiency,Time_Behavior,administrator activate pre paid card,Medium,extended_csv
699,Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds,Efficiency,Time_Behavior,customer check status prepaid card,Medium,extended_csv
700,System shall let customers register on the website as a pay as you go user in under 5 minutes,Efficiency,Time_Behavior,let customers register website pay,Medium,extended_csv
701,System shall let customers register on the website as a unlimited movie subscriber user in under 10 minutes,Efficiency,Time_Behavior,let customers register website unlimited,Medium,extended_csv
702,System shall let existing customers log into the website with their email address and password in under 5 seconds,Efficiency,Time_Behavior,let existing customers log website,Medium,extended_csv
703,System shall let customers cancel their account process shall take no longer than 2 minutes. Database will mark the account as inactive and user will not be able to log into the website,Efficiency,Time_Behavior,account let customers cancel process,Medium,extended_csv
704,System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website,Efficiency,Time_Behavior,customer let administrator activate account,Medium,extended_csv
705,System shall let administrator add/remove movies on the website in under 5 minutes. Entered movie information will be stored in the database and will now be available on the website,Efficiency,Time_Behavior,website let administrator add remove,Medium,extended_csv
706,System shall let the administrator add/remove categories on the website in under 5 minutes,Efficiency,Time_Behavior,let administrator add remove categories,Medium,extended_csv
707,System shall let Izogn Manager access sales and usage statistics in under 2 minutes,Efficiency,Time_Behavior,let izogn manager access sales,Medium,extended_csv
708,System shall let administrators generate unique pre-paid pins in under 2 minutes and generate an Excel file with the generated PINs,Efficiency,Time_Behavior,generate pins let administrators unique,Medium,extended_csv
709,Any interface between a user and the automated system shall have a maximum response time of 5 seconds unless noted by an exception below,Efficiency,Time_Behavior,interface automated maximum response seconds,Medium,extended_csv
710,When purchasing a streaming movie or pre-paid card via credit card the processing time should have a maximum response time of 15 seconds,Efficiency,Time_Behavior,card purchasing streaming movie pre,High,extended_csv
711,When streaming a movie the buffering time should take no longer than 10 seconds (plus any latency on the user s connection.),Efficiency,Time_Behavior,streaming movie buffering take longer,High,extended_csv
712,While streaming a movie buffering should only occur if there is latency in the user s connection,Efficiency,Time_Behavior,streaming movie buffering occur latency,Medium,extended_csv
713,Izogn Administrator must be able to update the category listings on the website within 2 minutes,Efficiency,Time_Behavior,izogn administrator update category listings,Medium,extended_csv
714,Izogn Administrator must be able to add new products to the website within 2 minutes,Efficiency,Time_Behavior,izogn administrator add products website,Medium,extended_csv
715,Total lead cycle time must be completed in 5 minutes for 90% of lead volume between the business hours of 8AM CST to 8PM CST; then 3 minutes for 99% of lead volume during off business hours,Efficiency,Time_Behavior,lead minutes volume business hours,Medium,extended_csv
716,No lead evaluation will complete in a time period longer than 25 seconds for 97% of all leads processed,Efficiency,Time_Behavior,lead evaluation complete period longer,Medium,extended_csv
717,For leads that process longer than 25 seconds the system will record the event and duration,Efficiency,Time_Behavior,leads process longer seconds record,Medium,extended_csv
718,The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle,Efficiency,Time_Behavior,process fit processing conditions set,Medium,extended_csv
719,The response time shall be fast enough to maintain the flow of the game. The response time shall be no more than 2 seconds for 95% of responses and no more than 4% for the remaining responses,Efficiency,Time_Behavior,response responses fast enough maintain,High,extended_csv
720,The product shall protect the identity of the players. The product shall provide players no access to information that might reveal the identity of another player,Efficiency,Time_Behavior,identity players protect access information,High,extended_csv
721,The system shall be responsive. At the DePaul TeleServices Center when a supervisor uses the system to view a callers schedule the system response time must be no more than 2 seconds 90% of the time and no more than 5 seconds the rest of the time,Efficiency,Time_Behavior,seconds responsive depaul teleservices center,Medium,extended_csv
722,On a 56k connection the system response time for all operations must be no more than 6 seconds 90% of the time,Efficiency,Time_Behavior,connection response operations seconds,Medium,extended_csv
723,On a 112k connection or faster the system response time for all operations must be no more than 3 seconds 90% of the time,Efficiency,Time_Behavior,connection faster response operations seconds,High,extended_csv
724,The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,Efficiency,Time_Behavior,asynchronous messaging enable parallel processing,High,extended_csv
725,The product shall provide Multi-threading and Load Balancing.The product shall provide multi-threading technology as well as load balancing to overcome data load spikes and traffic,Efficiency,Time_Behavior,load multi threading balancing technology,High,extended_csv
726,The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds,Efficiency,Time_Behavior,seconds process messages maximum message,Medium,extended_csv
727,The product shall poll the system for messages every second.The product shall poll the system for new messages at a maximum of every 1 second,Efficiency,Time_Behavior,poll messages second maximum,Medium,extended_csv
728,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network,Efficiency,Time_Behavior,complete transaction one fourth second,Medium,extended_csv
729,The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds,Efficiency,Time_Behavior,maximum wait navigating one screen,Medium,extended_csv
730,The product shall produce search results in an acceptable time,Efficiency,Time_Behavior,produce search results acceptable,High,extended_csv
731,The search results shall be returned no later 30 seconds after the user has entered the search criteria,Efficiency,Time_Behavior,search results returned later seconds,Medium,extended_csv
732,The product shall generate a CMA report in an acceptable time,Efficiency,Time_Behavior,generate cma report acceptable,High,extended_csv
733,The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria,Efficiency,Time_Behavior,cma report returned later seconds,Medium,extended_csv
734,The product shall synchronize contacts and appointments in an acceptable time,Efficiency,Time_Behavior,synchronize contacts appointments acceptable,High,extended_csv
735,The product shall synchronize with the office system every hour,Efficiency,Time_Behavior,synchronize office hour,High,extended_csv
736,Staff members shall be able to complete a set of tasks in a timely manner,Efficiency,Time_Behavior,staff members complete set tasks,High,extended_csv
737,The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds,Efficiency,Time_Behavior,response take longer seconds general,Medium,extended_csv
738,The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time the response time should not be more than 10 seconds.not be more than 10 seconds,Efficiency,Time_Behavior,seconds interface response fast exceed,High,extended_csv
739,"Fast internet connection is not mandatory, but it would increase the performance of the application",Efficiency,Time_Behavior,fast internet connection mandatory increase,Medium,extended_csv
740,Response Time GIST: The fastness of the search SCALE: The response time of a search METER: Measurements obtained from 1000 searches during testing. MUST: No more than 2 seconds 100% of the time. WISH: No more than 1 second 100% of the time,Efficiency,Time_Behavior,response search gist fastness scale,Medium,extended_csv
741,Performance Requirements 10000 users should be able to use the system at the same time. The response time of the system should be 2 seconds at most,Efficiency,Time_Behavior,performance requirements response seconds,Medium,extended_csv
742,"Fast Response The average time for the server to respond, over the question testing set, will be less than or equal to 2 seconds",Efficiency,Time_Behavior,fast response average server respond,Medium,extended_csv
743,Ease of Useâ€‹ A new user will make less than 3 mistakes in 5 minutes after 5 minutes of use,Efficiency,Time_Behavior,minutes ease make less mistakes,Medium,extended_csv
744,The primary performance requirement is speed of the network. The application itself will only have minimal logic and so there should be little to no issues with the computation required by the phone itself,Efficiency,Time_Behavior,itself primary performance requirement speed,Medium,extended_csv
745,"The average time for the server to respond, over the question testing set, will be less than or equal to 2 seconds",Efficiency,Time_Behavior,average server respond question testing,Medium,extended_csv
746,A new user will make less than 3 mistakes in 5 minutes after 5 minutes of use,Efficiency,Time_Behavior,minutes make less mistakes,Medium,extended_csv
747,"Performance should not be an issue because all of our server queries involve small pieces of data. Changing screens will require very little computation and thus will occur very quickly. Server updates should only take a few seconds as long as the phone can maintain a steady signal. The cost-division algorithms used by in application will be highly efficient, taking only a fraction of a second to compute",Efficiency,Time_Behavior,server performance issue queries involve,Medium,extended_csv
748,System shall respond within 2 seconds for all requests,Efficiency,Time_Behavior,respond seconds requests,Medium,template
749,Page load time shall not exceed 3 seconds,Efficiency,Time_Behavior,page load exceed seconds,Medium,template
750,Database queries shall complete within 500 milliseconds,Efficiency,Time_Behavior,database queries complete milliseconds,Medium,template
751,Reports shall be generated within 10 seconds,Efficiency,Time_Behavior,reports generated seconds,Medium,template
752,The application shall match the color of the schema set forth by Department of Homeland Security,Usability,Attractiveness,match color schema set forth,Medium,extended_csv
753,The product shall comply with corporate color scheme,Usability,Attractiveness,comply corporate color scheme,Medium,extended_csv
754,The appearance of the product shall appear professional,Usability,Attractiveness,appearance appear professional,Medium,extended_csv
755,Users shall feel satisfied using the product. 85% of all users will be satisfied with the product,Usability,Attractiveness,satisfied feel,High,extended_csv
756,The product s Look and Feel shall be able to incorporate aspects of the customer s organization such as logo branding and identity,Usability,Attractiveness,look feel incorporate aspects customer,Medium,extended_csv
757,The product shall have a conservative and professional appearance,Usability,Attractiveness,conservative professional appearance,Medium,extended_csv
758,The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant,Usability,Attractiveness,website attractive audiences appear fun,Medium,extended_csv
759,The website should have an African feel but should not alienate non-Africans. The website should use animation on pages which are describing the services to grab the users attention and encourage them to sign up,Usability,Attractiveness,website african feel alienate non,High,extended_csv
760,The website design should be modern clean and concise,Usability,Attractiveness,website design modern clean concise,Medium,extended_csv
761,The website should cater to all tribes in Nigeria,Usability,Attractiveness,website cater tribes nigeria,High,extended_csv
762,The website shall not be offensive to religious or ethnic groups,Usability,Attractiveness,website offensive religious ethnic groups,High,extended_csv
763,The website should appeal to all Africans not only Nigerians,Usability,Attractiveness,website appeal africans nigerians,High,extended_csv
764,The product shall simulate the look of ships at sea,Usability,Attractiveness,simulate look ships sea,High,extended_csv
765,The product shall display the grids within a circle as a view from a periscope,Usability,Attractiveness,display grids circle view periscope,Medium,extended_csv
766,The product shall display each type of ship in a grid using an image of the specific type of ship,Usability,Attractiveness,type ship display grid image,Medium,extended_csv
767,When the offensive player takes a shot the product shall simulate the sound of a ship at sea,Usability,Attractiveness,offensive player takes shot simulate,High,extended_csv
768,When a shot is marked as a miss the product shall simulate the sound of a shot missing its target,Usability,Attractiveness,shot marked miss simulate sound,High,extended_csv
769,When a shot is marked as a hit the product shall simulate the sound of a shot hitting its target,Usability,Attractiveness,shot marked hit simulate sound,High,extended_csv
770,When a ship is sunk the product shall simulate the sound of a sinking ship,Usability,Attractiveness,ship sunk simulate sound sinking,High,extended_csv
771,The interface shall have a simple look. In the interface and usability survey 90% of beta testers must report that the interface is adequately simple,Usability,Attractiveness,interface simple look usability survey,Medium,extended_csv
772,The interface shall be appealing to callers and supervisors. In the interface and usability survey 80% of beta testers must report that the interface is appealing,Usability,Attractiveness,interface appealing callers supervisors usability,Medium,extended_csv
773,The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support,Usability,Attractiveness,gui based monitoring services administrators,Medium,extended_csv
774,The system shall use IBM and CCR branding standards. The interface must have one IBM logo and one CCR logo,Usability,Attractiveness,ibm ccr one logo branding,Medium,extended_csv
775,The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution,Usability,Attractiveness,displayable work computer ccr interface,Medium,extended_csv
776,The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,Usability,Attractiveness,nomenclature interface ccr existing wcs,Medium,extended_csv
777,The interface must summarize the data in a fashion that s appealing to CCR management. Every report type must have at least one high level summary shown in the results dashboard/interface,Usability,Attractiveness,interface summarize data fashion appealing,Medium,extended_csv
778,The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message,Usability,Attractiveness,message contain messages board recently,High,extended_csv
779,The system shall have a professional appearance,Usability,Attractiveness,professional appearance,Medium,extended_csv
780,The product shall have a consistent color scheme and fonts,Usability,Attractiveness,consistent color scheme fonts,Medium,extended_csv
781,The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group prior to implementation. The remaining 5% will be corrected and approved within one month of product release,Usability,Attractiveness,approved comply intranet page standards,High,extended_csv
782,The intranet pages should display appropriately in all resolutions from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display,Usability,Attractiveness,display pages resolutions intranet appropriately,Medium,extended_csv
